"Genename","X","GENE","CHR","START","STOP","NSNPS","NPARAM","N","ZSTAT","P","X.1","cell_type","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AP2A2",4,161,11,890809,1022245,584,33,455258,2.6605,0.0039014,NA,"endothelial",0.827898555094934,-0.259673792915072,0.25,0.286,1
"AP2A2",4,161,11,890809,1022245,584,33,455258,2.6605,0.0039014,NA,"macrophage",0.466854270822725,-0.719171368733448,0.2,0.5,1
"AP5B1",758,91056,11,65531369,65583062,181,33,455258,2.2503,0.012215,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"APBB3",369,10307,5,139927853,139979189,140,27,455258,2.3846,0.0085493,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"APH1B",709,83464,15,63534749,63611325,223,40,455258,4.3928,5.5946e-06,NA,"macrophage",0.502334954360502,1.01094337768658,0.2,0,1
"APH1B",709,83464,15,63534749,63611325,223,40,455258,4.3928,5.5946e-06,NA,"endothelial",1,0.330906496437903,0.125,0.143,1
"APOC1",11,341,19,45382577,45432606,197,41,455258,6.1094,5e-10,NA,"macrophage",0.308369335861521,-0.805168716173623,0.2,0.5,1
"APOE",14,348,19,45374039,45422650,199,44,455258,7.2605,1.9279e-13,NA,"hybrid",3.12658803273777e-05,-0.497792566824578,0.049,0.156,0.856466259807856
"APOE",14,348,19,45374039,45422650,199,44,455258,7.2605,1.9279e-13,NA,"astrocytes",8.62176617878904e-43,-0.792238877125891,0.725,0.877,2.36176040935568e-38
"APOE",14,348,19,45374039,45422650,199,44,455258,7.2605,1.9279e-13,NA,"macrophage",0.370550318435373,1.70183436947197,0.6,0.5,1
"APOE",14,348,19,45374039,45422650,199,44,455258,7.2605,1.9279e-13,NA,"opc",2.38152456703079e-16,-0.31333159587228,0.114,0.234,6.52371024646745e-12
"APOE",14,348,19,45374039,45422650,199,44,455258,7.2605,1.9279e-13,NA,"microglia",2.63106130202526e-08,0.43535002895104,0.762,0.679,0.00072072662246378
"APOE",14,348,19,45374039,45422650,199,44,455258,7.2605,1.9279e-13,NA,"endothelial",0.486634202152779,0.504907590515822,0.375,0.214,1
"APOH",15,350,17,64198147,64260556,292,25,455258,2.578,0.0049692,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"APP",16,351,21,27242861,27578446,1289,81,455258,2.9606,0.0015351,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"APP",16,351,21,27242861,27578446,1289,81,455258,2.9606,0.0015351,NA,"oligodendrocytes",9.75716441136918e-40,-0.282339746045523,0.897,0.914,2.67278004720636e-35
"APP",16,351,21,27242861,27578446,1289,81,455258,2.9606,0.0015351,NA,"endothelial",0.00776695492182681,-2.2764734031412,0.125,0.714,1
"ARF1",17,375,1,228235361,228296913,142,30,455258,1.984,0.023629,NA,"endothelial",0.760921179222628,0.260461104906262,0.125,0.214,1
"ARF1",17,375,1,228235361,228296913,142,30,455258,1.984,0.023629,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"ARF4",18,378,3,57547090,57618215,235,30,455258,1.9791,0.023901,NA,"endothelial",0.209567584938445,0.710761589807325,0.375,0.143,1
"ARHGAP30",890,257106,1,161006731,161074760,225,51,455258,3.6765,0.00011822,NA,"macrophage",0.240420786368435,1.213079731243,0.4,0,1
"ASCC3",398,10973,6,100946325,101364243,1574,43,455258,2.3861,0.0085133,NA,"endothelial",0.421278052298505,0.346685903466468,0.75,0.571,1
"ASCC3",398,10973,6,100946325,101364243,1574,43,455258,2.3861,0.0085133,NA,"hybrid",0.0944386773730686,0.25319846723117,0.341,0.297,1
"ASPN",550,54829,9,95208487,95279844,222,28,455258,1.9864,0.023492,NA,"endothelial",0.0699206457868955,-1.28423366423482,0,0.357,1
"ATF5",422,22809,19,50396959,50447193,230,46,455258,2.4283,0.0075847,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"ATP13A2",444,23400,1,17302453,17373467,228,28,455258,2.1565,0.015521,NA,"endothelial",0.229902909174636,0.65006094074131,0.25,0.071,1
"ATPAF2",763,91647,17,17911334,17977483,152,17,455258,3.2427,0.00059208,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"ATXN10",462,25814,22,46032678,46251187,737,39,455258,1.9671,0.024587,NA,"macrophage",0.139996284315541,-1.42830124863006,0.2,0.75,1
"ATXN10",462,25814,22,46032678,46251187,737,39,455258,1.9671,0.024587,NA,"endothelial",0.782741755375532,0.358877081139687,0.625,0.786,1
"AXL",22,558,19,41690104,41777672,312,48,455258,2.5278,0.0057387,NA,"microglia",1.29382186123566e-20,0.541125504778135,0.51,0.287,3.54416622448285e-16
"AXL",22,558,19,41690104,41777672,312,48,455258,2.5278,0.0057387,NA,"endothelial",0.36254018280957,0.496855577167665,0.5,0.286,1
"AXL",22,558,19,41690104,41777672,312,48,455258,2.5278,0.0057387,NA,"macrophage",0.347654480133319,1.42105260171858,0.6,0.25,1
"AZGP1",23,563,7,99554350,99608735,150,25,455258,4.6446,1.7037e-06,NA,"oligodendrocytes",8.2535607362389e-126,0.657942653962539,0.194,0.02,2.26089789247792e-121
"BAALC",685,79870,8,104117921,104252533,659,62,455258,2.0432,0.020515,NA,"opc",2.850285128241e-08,-0.406922820467203,0.728,0.713,0.000780778605179056
"BAALC",685,79870,8,104117921,104252533,659,62,455258,2.0432,0.020515,NA,"astrocytes",2.25014107734675e-18,-0.681410146196487,0.602,0.717,6.16381145317595e-14
"BAALC",685,79870,8,104117921,104252533,659,62,455258,2.0432,0.020515,NA,"oligodendrocytes",2.75443878827067e-09,-0.375348688003516,0.144,0.184,7.54523417270985e-05
"BACE1",454,23621,11,117146402,117221972,221,44,455258,2.4783,0.0065996,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"BACE1",454,23621,11,117146402,117221972,221,44,455258,2.4783,0.0065996,NA,"endothelial",0.304978908217208,-0.353603478347008,0,0.143,1
"BCAM",150,4059,19,45277316,45334678,189,30,455258,7.4042,6.5947e-14,NA,"endothelial",0.206421433865969,-1.13061915991497,0.25,0.5,1
"BCKDK",367,10295,16,31084615,31134112,110,17,455258,4.9034,4.7087e-07,NA,"endothelial",0.304978908217208,-0.441014710258892,0,0.143,1
"BCL3",24,602,19,45211070,45273301,278,32,455258,8.1839,1.3738e-16,NA,"endothelial",0.219302649679319,0.360602320442382,0.125,0,1
"BCL7C",328,9274,16,30835373,30940852,174,24,455258,4.1081,1.9943e-05,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"BIN1",8,274,2,127795599,127899903,536,40,455258,8.0432,4.3767e-16,NA,"macrophage",0.662427484737242,-0.398827597976699,0.2,0.5,1
"BIN1",8,274,2,127795599,127899903,536,40,455258,8.0432,4.3767e-16,NA,"hybrid",0.0108722150473483,0.348228383484018,0.326,0.247,1
"BLNK",491,29760,10,97941455,98066333,603,86,455258,2.5613,0.0052135,NA,"macrophage",0.893272830142212,-0.405973357228972,0.4,0.5,1
"BMPR2",25,659,2,203206033,203442474,598,39,455258,2.2881,0.011065,NA,"macrophage",0.0733115879579401,1.84149162679774,0.8,0.25,1
"BMPR2",25,659,2,203206033,203442474,598,39,455258,2.2881,0.011065,NA,"astrocytes",3.72698888491437e-06,-0.336755557237353,0.636,0.673,0.102093406524459
"BPTF",90,2186,17,65786644,65990494,659,29,455258,2.7211,0.0032536,NA,"macrophage",0.687321801173995,0.564344975747049,0.6,0.25,1
"BPTF",90,2186,17,65786644,65990494,659,29,455258,2.7211,0.0032536,NA,"astrocytes",1.10846679655382e-19,0.450160445537616,0.822,0.783,3.03642309579989e-15
"BPTF",90,2186,17,65786644,65990494,659,29,455258,2.7211,0.0032536,NA,"endothelial",0.645889372868073,0.385792257004542,0.625,0.571,1
"BPTF",90,2186,17,65786644,65990494,659,29,455258,2.7211,0.0032536,NA,"neurons",1.90020899040335e-32,0.252710300481138,0.769,0.788,5.2052424874119e-28
"BTBD3",426,22903,20,11836377,11917243,325,26,455258,2.1501,0.015774,NA,"endothelial",0.576959937431562,0.471051643777528,0.25,0.143,1
"BTBD3",426,22903,20,11836377,11917243,325,26,455258,2.1501,0.015774,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"C16orf45",748,89927,16,15493325,15692116,618,72,455258,1.9639,0.02477,NA,"endothelial",0.649857613458815,-0.300786173329958,0.25,0.357,1
"C1QTNF7",784,114905,4,15306560,15457791,632,46,455258,2.7285,0.0031815,NA,"endothelial",0.0699206457868955,-1.04110485846002,0,0.357,1
"C22orf46",673,79640,22,42051547,42104140,211,26,455258,2.4535,0.0070744,NA,"endothelial",0.219302649679319,0.360602320442382,0.125,0,1
"C2CD3",468,26005,11,73713759,73917064,800,39,455258,2.6442,0.0040944,NA,"macrophage",0.131210414512999,-1.37997384595499,0,0.5,1
"C3orf38",916,285237,3,88163875,88217115,172,16,455258,2.0006,0.022716,NA,"endothelial",0.219302649679319,0.291715123999426,0.125,0,1
"C3orf38",916,285237,3,88163875,88217115,172,16,455258,2.0006,0.022716,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"CADPS",299,8618,3,62374021,62896064,2327,134,455258,2.2662,0.011718,NA,"microglia",9.97334106969012e-05,-0.391619343113576,0.082,0.134,1
"CADPS",299,8618,3,62374021,62896064,2327,134,455258,2.2662,0.011718,NA,"macrophage",0.308369335861521,-1.23419395981737,0.2,0.5,1
"CADPS2",775,93664,7,121948478,122561813,2111,92,455258,2.3146,0.010317,NA,"macrophage",0.240420786368435,2.06891416308669,0.4,0,1
"CAMTA2",437,23125,17,4861287,4925960,263,34,455258,3.5649,0.000182,NA,"endothelial",0.173235754128996,-0.864304776062533,0.125,0.429,1
"CAND1",595,55832,12,67628061,67718388,363,27,455258,2.3628,0.0090688,NA,"endothelial",0.377249244815454,-0.658148429759749,0.125,0.286,1
"CAND1",595,55832,12,67628061,67718388,363,27,455258,2.3628,0.0090688,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"CARF",680,79800,2,203741978,203861060,342,22,455258,3.5783,0.00017291,NA,"endothelial",0.0679063106075112,0.84757014908755,0.375,0.071,1
"CARHSP1",452,23589,16,8936799,8997869,341,54,455258,2.2092,0.013582,NA,"endothelial",0.177754829836289,0.883211177748215,0.375,0.143,1
"CARHSP1",452,23589,16,8936799,8997869,341,54,455258,2.2092,0.013582,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"CASS4",616,57091,20,54952168,55044396,332,53,455258,5.3782,3.7613e-08,NA,"macrophage",0.240420786368435,1.213079731243,0.4,0,1
"CCDC6",283,8030,10,61538505,61701414,814,35,455258,3.5658,0.0001814,NA,"macrophage",0.227248609913034,-1.99154417295138,0.2,0.75,1
"CCDC6",283,8030,10,61538505,61701414,814,35,455258,3.5658,0.0001814,NA,"hybrid",0.0729246761989598,0.297906441219344,0.261,0.206,1
"CCDC6",283,8030,10,61538505,61701414,814,35,455258,3.5658,0.0001814,NA,"endothelial",0.265165317119773,-0.250726955956484,0.125,0.429,1
"CCDC92",695,80212,12,124410955,124492373,259,20,455258,2.7692,0.0028095,NA,"endothelial",0.429509577939263,-0.453058160010301,0.125,0.286,1
"CCDC92",695,80212,12,124410955,124492373,259,20,455258,2.7692,0.0028095,NA,"macrophage",0.502334954360502,-0.568907630507982,0.4,0.5,1
"CCDC97",751,90324,19,41781094,41840788,139,15,455258,2.0604,0.019679,NA,"endothelial",0.681566892794477,0.46731354926308,0.125,0.071,1
"CCNH",31,902,5,86677310,86743850,191,31,455258,1.9719,0.024312,NA,"hybrid",0.011022493675748,0.325806192233747,0.67,0.575,1
"CCNH",31,902,5,86677310,86743850,191,31,455258,1.9719,0.024312,NA,"oligodendrocytes",3.07698258131052e-40,0.331064320189979,0.851,0.743,8.42877838498391e-36
"CCNH",31,902,5,86677310,86743850,191,31,455258,1.9719,0.024312,NA,"microglia",4.385867281796e-07,0.311986210541718,0.662,0.526,0.0120142062450238
"CCNH",31,902,5,86677310,86743850,191,31,455258,1.9719,0.024312,NA,"endothelial",0.535306366472753,1.19890734408092,0.5,0.5,1
"CCNT2",32,905,2,135641363,135726915,237,24,455258,3.334,0.00042803,NA,"endothelial",0.0376563269406493,1.0357995127084,0.75,0.357,1
"CCNT2",32,905,2,135641363,135726915,237,24,455258,3.334,0.00042803,NA,"macrophage",0.866815285127422,-0.343318356904706,0.2,0.25,1
"CD14",34,929,5,140001313,140048286,186,28,455258,2.7836,0.0026879,NA,"macrophage",0.502334954360502,0.984736999538467,0.2,0,1
"CD164",303,8763,6,109677717,109738762,240,26,455258,2.2716,0.011554,NA,"endothelial",0.482944525631805,-0.462628317322824,0.25,0.357,1
"CD164",303,8763,6,109677717,109738762,240,26,455258,2.2716,0.011554,NA,"microglia",1.3590829414299e-10,0.348019907160982,0.324,0.181,3.72293590145892e-06
"CD2AP",453,23607,6,47410482,47604999,666,33,455258,5.1456,1.3331e-07,NA,"macrophage",0.240420786368435,1.2821333394079,0.4,0,1
"CD55",64,1604,1,207459817,207544311,266,21,455258,3.0688,0.0010747,NA,"endothelial",0.681566892794477,0.553769483271616,0.125,0.071,1
"CD93",428,22918,20,23049993,23101977,255,32,455258,2.4199,0.0077621,NA,"macrophage",0.240420786368435,1.213079731243,0.4,0,1
"CD93",428,22918,20,23049993,23101977,255,32,455258,2.4199,0.0077621,NA,"endothelial",0.188525795669001,-0.871243601850127,0,0.214,1
"CEACAM19",614,56971,19,45139724,45197631,190,38,455258,7.1378,4.7418e-13,NA,"endothelial",0.681566892794477,0.341401570014472,0.125,0.071,1
"CEACAM19",614,56971,19,45139724,45197631,190,38,455258,7.1378,4.7418e-13,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"CEBPZ",361,10153,2,37418772,37493740,330,38,455258,2.2674,0.011684,NA,"endothelial",0.0190758114783159,1.32187251431051,0.375,0,1
"CEP164",425,22897,11,117149792,117293982,455,47,455258,2.3253,0.010027,NA,"endothelial",0.188525795669001,-0.622760869321564,0,0.214,1
"CEP164",425,22897,11,117149792,117293982,455,47,455258,2.3253,0.010027,NA,"astrocytes",7.64141567641929e-08,0.268834563752963,0.409,0.31,0.00209321299624154
"CERK",649,64781,22,47070307,47169152,512,54,455258,2.1533,0.015646,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"CFL1",39,1072,11,65612282,65660804,147,25,455258,3.3974,0.00034018,NA,"endothelial",0.591614288017981,-0.430602748159466,0.25,0.357,1
"CGGBP1",298,8545,3,88091100,88234016,512,18,455258,2.1056,0.017621,NA,"endothelial",0.429509577939263,-0.361570811358332,0.125,0.286,1
"CGGBP1",298,8545,3,88091100,88234016,512,18,455258,2.1056,0.017621,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"CHID1",654,66005,11,857859,950058,353,33,455258,2.7843,0.0026823,NA,"macrophage",0.240420786368435,1.32464051479444,0.4,0,1
"CHRM1",40,1128,11,62666151,62724012,179,39,455258,2.1872,0.014363,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"CHURC1-FNTB",1008,100529261,14,65346079,65539373,808,52,455258,2.1072,0.017548,NA,"endothelial",0.188525795669001,-0.660654644398491,0,0.214,1
"CLASRP",416,11129,19,45507298,45584214,193,38,455258,7.1568,4.1284e-13,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"CLDN20",505,49861,6,155550147,155607682,321,21,455258,2.0136,0.022025,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"CLPTM1",46,1209,19,45422842,45506604,288,20,455258,7.4158,6.0455e-14,NA,"macrophage",0.371093369522698,-0.961496301478887,0,0.25,1
"CLU",45,1191,8,27444434,27507328,228,35,455258,6.2779,1.7163e-10,NA,"astrocytes",1.55721082163428e-24,-0.475187330797041,0.934,0.974,4.26566760370278e-20
"CLU",45,1191,8,27444434,27507328,228,35,455258,6.2779,1.7163e-10,NA,"microglia",1.56912838149934e-05,-0.402960676537878,0.087,0.146,0.429831337544114
"CLU",45,1191,8,27444434,27507328,228,35,455258,6.2779,1.7163e-10,NA,"endothelial",0.0409993290853395,-1.74233572563207,0,0.429,1
"CLU",45,1191,8,27444434,27507328,228,35,455258,6.2779,1.7163e-10,NA,"oligodendrocytes",2.96421060432216e-35,0.325873345638659,0.383,0.237,8.11986210841968e-31
"CMTM4",824,146223,16,66638653,66765610,375,27,455258,2.0013,0.022679,NA,"endothelial",0.760921179222628,0.774887759807847,0.125,0.214,1
"CNN2",49,1265,19,991274,1049064,486,55,455258,6.0514,7.1795e-10,NA,"endothelial",0.377249244815454,-0.761831864155204,0.125,0.286,1
"CNPY4",878,245812,7,99682265,99733131,162,34,455258,3.2567,0.00056364,NA,"endothelial",0.219302649679319,0.360602320442382,0.125,0,1
"CNR1",50,1268,6,88839583,88911063,305,46,455258,2.0765,0.018922,NA,"endothelial",0.681566892794477,0.402799502052662,0.125,0.071,1
"CNTNAP2",469,26047,7,145778453,148128090,11341,368,455258,2.3874,0.0084842,NA,"microglia",0.0027835465990613,-0.356431281995244,0.35,0.394,1
"CNTNAP2",469,26047,7,145778453,148128090,11341,368,455258,2.3874,0.0084842,NA,"opc",2.47877417529943e-06,-0.251772622974372,0.666,0.724,0.0679010609839772
"CNTNAP2",469,26047,7,145778453,148128090,11341,368,455258,2.3874,0.0084842,NA,"oligodendrocytes",1.30028970755455e-45,0.51208515909228,0.732,0.589,3.56188359590417e-41
"COASY",698,80347,17,40678485,40728299,182,33,455258,2.0322,0.021069,NA,"endothelial",0.304978908217208,-0.347833445657638,0,0.143,1
"COASY",698,80347,17,40678485,40728299,182,33,455258,2.0322,0.021069,NA,"macrophage",0.371093369522698,-1.41263740715836,0,0.25,1
"COG7",764,91949,16,23389814,23499583,211,22,455258,2.436,0.0074247,NA,"macrophage",0.502334954360502,0.870931831760235,0.2,0,1
"COG7",764,91949,16,23389814,23499583,211,22,455258,2.436,0.0074247,NA,"endothelial",0.744948776453898,0.372699257896725,0.25,0.214,1
"COX11",52,1353,17,53019259,53081064,238,22,455258,2.0001,0.022742,NA,"endothelial",0.304978908217208,-0.333674922851734,0,0.143,1
"COX19",756,90639,7,994486,1050235,386,44,455258,2.0646,0.019481,NA,"endothelial",0.485748782984516,-0.507658161480573,0.125,0.286,1
"COX19",756,90639,7,994486,1050235,386,44,455258,2.0646,0.019481,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"COX5A",330,9377,15,75202616,75265495,191,28,455258,2.452,0.0071025,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"CR1",53,1378,1,207634473,207825110,624,61,455258,6.4942,4.1745e-11,NA,"macrophage",0.502334954360502,1.01094337768658,0.2,0,1
"CSDC2",484,27254,22,41922014,41982670,211,27,455258,1.9839,0.023631,NA,"endothelial",0.188525795669001,-0.489118994423392,0,0.214,1
"CSGALNACT2",581,55454,10,43598893,43690756,348,32,455258,2.442,0.0073022,NA,"macrophage",0.771018624180564,1.02756997164652,0.4,0.25,1
"CSGALNACT2",581,55454,10,43598893,43690756,348,32,455258,2.442,0.0073022,NA,"endothelial",0.681566892794477,0.440955402577483,0.125,0.071,1
"CSNK1G3",57,1456,5,122812793,122962739,377,32,455258,2.723,0.0032351,NA,"macrophage",0.466854270822725,-0.672515269588199,0.2,0.5,1
"CSNK1G3",57,1456,5,122812793,122962739,377,32,455258,2.723,0.0032351,NA,"endothelial",0.612071396358233,-0.266192849634002,0.125,0.214,1
"CSTF1",58,1477,20,54932427,54989582,190,47,455258,3.3917,0.00034725,NA,"endothelial",0.219302649679319,0.360602320442382,0.125,0,1
"CTSH",60,1512,15,79204092,79272436,338,38,455258,2.1352,0.016373,NA,"macrophage",0.371093369522698,-1.56848162243236,0,0.25,1
"CUL1",294,8454,7,148360631,148508202,478,45,455258,2.1017,0.017791,NA,"endothelial",0.579415302100425,0.396067916696534,0.375,0.357,1
"CUL1",294,8454,7,148360631,148508202,478,45,455258,2.1017,0.017791,NA,"macrophage",0.866815285127422,-1.12778569085892,0.2,0.25,1
"CUL9",436,23113,6,43114913,43202325,293,33,455258,2.4066,0.0080511,NA,"endothelial",0.0679063106075112,1.03371836045182,0.375,0.071,1
"CUL9",436,23113,6,43114913,43202325,293,33,455258,2.4066,0.0080511,NA,"macrophage",0.866815285127422,-1.07092028017063,0.2,0.25,1
"DDX41",526,51428,5,176928578,176978967,102,18,455258,3.7171,0.00010074,NA,"endothelial",0.219302649679319,0.582281978308029,0.125,0,1
"DDX41",526,51428,5,176928578,176978967,102,18,455258,3.7171,0.00010074,NA,"macrophage",0.371093369522698,-1.35426173459129,0,0.25,1
"DDX54",661,79039,12,113584978,113658284,247,25,455258,2.5983,0.0046837,NA,"macrophage",0.371093369522698,-0.727099676953022,0,0.25,1
"DENND4B",352,9909,1,153891977,153954162,124,20,455258,2.0075,0.022348,NA,"macrophage",0.502334954360502,-0.480729308467777,0.4,0.5,1
"DESI1",487,27351,22,41984032,42052079,232,28,455258,2.7023,0.0034428,NA,"macrophage",0.502334954360502,0.957919848624492,0.2,0,1
"DMPK",67,1760,19,46262975,46320815,188,31,455258,3.2478,0.00058145,NA,"endothelial",0.0126285705808097,-1.78767020348374,0,0.571,1
"DOC2A",293,8448,16,30006835,30058424,118,14,455258,4.1156,1.9305e-05,NA,"macrophage",0.502334954360502,1.01094337768658,0.2,0,1
"DOCK7",746,85440,1,62910397,63189039,566,24,455258,2.2288,0.012913,NA,"macrophage",0.371093369522698,-1.20827751248565,0,0.25,1
"DOK3",687,79930,5,176918905,176972490,103,21,455258,3.6308,0.00014125,NA,"macrophage",0.502334954360502,0.839116803525182,0.2,0,1
"DYNC1LI2",69,1783,16,66744796,66820526,214,20,455258,3.0546,0.0011267,NA,"macrophage",0.502334954360502,0.574805129781368,0.2,0,1
"DYNC1LI2",69,1783,16,66744796,66820526,214,20,455258,3.0546,0.0011267,NA,"endothelial",0.896219493416114,0.442181787469509,0.25,0.286,1
"ECHDC1",596,55862,6,127599857,127700214,244,24,455258,1.9975,0.022883,NA,"oligodendrocytes",2.93717914460633e-11,-0.260334010935428,0.14,0.19,8.04581483082012e-07
"ECHDC1",596,55862,6,127599857,127700214,244,24,455258,1.9975,0.022883,NA,"endothelial",0.429509577939263,-0.441862782902749,0.125,0.286,1
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"opc",5.38489297917001e-67,0.841305291145113,0.782,0.515,1.47508373378404e-62
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"endothelial",0.848185287402627,0.488464683577716,0.375,0.429,1
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"neurons",0.000141943972370344,0.313412605988343,0.245,0.228,1
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"hybrid",0.00808826495871739,0.448097850445151,0.367,0.281,1
"EGFR",73,1956,7,55051678,55289262,941,117,455258,2.088,0.018401,NA,"astrocytes",2.24905796635462e-14,0.436405551138075,0.758,0.68,6.16084448723522e-10
"EIF4E",74,1977,4,99789607,99886786,350,28,455258,2.8751,0.0020194,NA,"endothelial",0.304978908217208,-0.574026681970103,0,0.143,1
"EIF4E",74,1977,4,99789607,99886786,350,28,455258,2.8751,0.0020194,NA,"macrophage",1,0.257637322585446,0.2,0.25,1
